,event_id,investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date
82909,20190309X93709,Accident,WPR19FA093,2019-03-08,"Pahokee, FL",United States,264717N,0804248W,PHK,Palm Beach County Glades,Fatal,Destroyed,Airplane,N5894Y,piper,PA23,No,,Reciprocating,091,,Unknown,,5.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain control of the airplane while maneuvering for landing with one engine inoperative following a loss of engine power for reasons that could not be determined based on the available information. ",13-12-2021
82910,20190311X63755,Accident,ERA19LA125,2019-03-08,"Orlando, FL",United States,284922N,0814830W,LEE,Leesburg Intl,Non-Fatal,Substantial,Airplane,N45MJ,piper,PA31,No,2.0,Reciprocating,091,,Flight Test,,0.0,0.0,0.0,1.0,,,,26-09-2020
82912,20190312X51344,Accident,ERA19TA122,2019-03-09,"Chamblee, GA",United States,335222N,0084182W,PDK,Dekalb-Peachtree,Non-Fatal,Substantial,Airplane,N505GF,gulfstream,GIV,No,2.0,Turbo Fan,091,,Executive/corporate,Waffle House Inc.,0.0,0.0,0.0,14.0,VMC,,"The flight crews incorrect glidepath and flare to landing, which resulted in a landing area undershoot and the main landing gears collision with the runway threshold.  ",03-12-2020
82913,20190309X14003,Accident,CEN19FA094,2019-03-09,"Longview, TX",United States,322740N,0943221W,,,Fatal,Destroyed,Airplane,N922EJ,cessna,T337,No,2.0,Reciprocating,091,,Personal,,4.0,0.0,0.0,0.0,IMC,,"The noninstrument-rated pilot's improper decision to continue flight into convective weather conditions, which resulted in the airplane exceeding its maximum maneuvering speed and the subsequent in-flight breakup. Contributing to the accident was the pilot's inadequate preflight weather planning and his inadequate inflight weather avoidance of that weather.",26-09-2020
82931,20190312X50739,Accident,ERA19LA123,2019-03-12,"Latrobe, PA",United States,401623N,0792430W,LBE,Arnold Palmer Rgnl,Non-Fatal,Substantial,Airplane,N945WS,beech,A100,No,2.0,Turbo Prop,091,,Business,,0.0,0.0,0.0,4.0,VMC,,"A landing gear collapse due to the separation of the actuator pinion bearing support from the actuator, which resulted in the failure of the actuator shaft. 
 ",03-12-2020
82932,20190312X95456,Accident,ERA19FA124,2019-03-12,"Madeira, OH",United States,391046N,0842249W,,,Fatal,Substantial,Airplane,N400JM,piper,PA31,No,2.0,Reciprocating,091,,Aerial Observation,"MARC, Inc.",1.0,0.0,0.0,0.0,VMC,,"Fuel starvation to the left engine and the resulting  loss of engine power to that engine, and a loss of airplane control due to the pilot's failure to maintain the minimum controllable airspeed.",26-09-2020
82934,20190313X71918,Accident,ERA19TA129,2019-03-13,"St. Petersburg, FL",United States,002700N,0008200W,SPG,Albert Whitted,Non-Fatal,Substantial,Airplane,N15VK,beech,E55,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to extend the landing gear, which resulted in a gear-up landing.",03-12-2020
82942,20190322X14036,Accident,ERA19TA133,2019-03-14,"Sanford, FL",United States,284637N,0081146W,SFB,Orlando Sanford International,Non-Fatal,Substantial,Airplane,N220CM,cessna,650,No,2.0,Turbo Fan,091,,Personal,Rp Sales And Leasing Inc,0.0,0.0,0.0,4.0,VMC,,"The pilot's failure to keep the airplane on the taxiway while taxiing at night. Contributing to the accident was a miscommunication between the flight crewmembers about the position of the airplane.",03-12-2020
82949,20190316X65416,Accident,WPR19FA096,2019-03-16,"Riverside, CA",United States,335618N,1172911W,RAL,Riverside Muni,Fatal,Substantial,Airplane,N800DC,beech,50,No,,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,,26-09-2020
82951,20190317X93630,Accident,CEN19FA100,2019-03-17,"Plain City, OH",United States,401118N,0831216W,,,Fatal,Destroyed,Airplane,N424TW,cessna,421,No,2.0,Reciprocating,091,,Business,Phoenix Flight Test,1.0,0.0,0.0,0.0,IMC,,"A loss of airspeed indication due to icing of the airplane's pitot probe, and the pilot's loss of control while maneuvering.
",03-12-2020
82955,20190318X82725,Accident,CEN19FA104,2019-03-18,"Yukon, OK",United States,353616N,0974220W,HSD,Sundance Airport,Fatal,Destroyed,Airplane,N4MH,israel aircraft industries,1124,No,2.0,Turbo Fan,091,NSCH,Personal,Sundance Airport FBO LLC,2.0,0.0,0.0,0.0,VMC,,"The airplanes unairworthy thrust reverser (T/R) system due to inadequate maintenance that resulted in an asymmetric T/R deployment during an approach to the airport and the subsequent loss of airplane control.",13-12-2021
82961,20190322X90001,Accident,CEN19LA130,2019-03-21,"Milton, LA",United States,030536N,0092437W,,,Non-Fatal,Substantial,Airplane,N13FM,cessna,L19,No,,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"A loss of engine power for reasons that could not be determined based on the available information.",20-10-2021
82965,20190323X91950,Accident,ERA19FA134,2019-03-23,"Calhoun, GA",United States,034275N,0084573W,CZL,TOM B DAVID FLD,Fatal,Substantial,Airplane,N257AR,hogan,Innovator,Yes,,Reciprocating,091,,Flight Test,,1.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain aircraft control during the airplane's second test flight, which resulted in a collision with terrain. Contributing to the accident was the pilot allowing external pressures to guide his decision to fly the airplane when he possessed little total flight experience, no recent flight experience, and no experience in the accident airplane or similar airplane.",03-12-2020
82974,20190325X85220,Accident,GAA19CA180,2019-03-24,"Tampa, FL",United States,275832N,0082320W,TPA,Tampa Intl,Non-Fatal,Substantial,Airplane,N976AZ,piper,PA23,No,2.0,Reciprocating,091,,Personal,Mtn Aviation Llc,0.0,0.0,0.0,1.0,VMC,,"An in-flight collision with a bird during the approach, which resulted in damage to the vertical stabilizer.

",26-09-2020
82975,20190325X85524,Accident,GAA19CA234,2019-03-24,"Philadelphia, PA",United States,040515N,0075020W,PNE,NORTHEAST PHILADELPHIA,Non-Fatal,Substantial,Airplane,N358MN,cessna,T310,No,2.0,Reciprocating,091,,Other Work Use,Keystone Aerial Surveys Inc,0.0,0.0,0.0,3.0,VMC,,"The pilots and flight instructor's failure to verify that the landing gear were extended, which resulted in a gear-up landing. Contributing to the accident was the flight instructors inadvertent pulling of the landing gear motor circuit, which prevented the landing gear from extending.

",26-09-2020
82977,20190617X11320,Incident,ENG19WA025,2019-03-24,"Guwahati, India",India,,,,,,Unknown,Airplane,VT-ITJ,airbus,A320,No,2.0,Turbo Fan,UNK,SCHD,,IndiGo,0.0,0.0,0.0,0.0,,,,26-09-2020
82978,20190325X33030,Accident,ERA19LA136,2019-03-25,"Clewiston, FL",United States,261925N,0805636W,,,Non-Fatal,Substantial,Airplane,N323MT,beech,95B55,No,2.0,Reciprocating,091,,Personal,,0.0,1.0,1.0,1.0,VMC,,,02-11-2021
82987,20190401X22803,Accident,DCA19CA130,2019-03-28,"Nashville, TN",United States,036728N,0864041W,KBNA,Nashville International Airpor,,Substantial,Airplane,N249WN,boeing,737,No,2.0,Turbo Fan,121,SCHD,,Southwest Airlines,0.0,0.0,0.0,0.0,VMC,,a collision with a bird.,26-09-2020
82992,20190402X22543,Incident,ENG19WA016,2019-03-29,"Osaka, Japan",Japan,,,RJBB,Kansai International Airport,,Unknown,Airplane,VH-VKJ,boeing,787,No,2.0,Turbo Fan,UNK,SCHD,,Jetstar Airways,0.0,0.0,0.0,0.0,,,,26-09-2020
83007,20190409X53355,Incident,ENG19WA018,2019-04-01,"Jaipur, India",India,,,,,,Unknown,Airplane,VT-IVB,airbus,A320,No,,Turbo Fan,NUSC,SCHD,,Indigo,0.0,0.0,0.0,0.0,,,,26-09-2020
83012,20190409X45608,Incident,ENG19WA017,2019-04-02,"Pune, India",India,,,,,,Unknown,Airplane,VT-ITG,airbus,A320,No,,Turbo Fan,NUSC,SCHD,,Indigo,0.0,0.0,0.0,0.0,,,,26-09-2020
83019,20190506X84901,Accident,DCA19CA146,2019-04-05,"Atlanta, GA",United States,333838N,0842613W,KATL,Hartsfield - Jackson Atlanta I,,Substantial,Airplane,N977DL,mcdonnell douglas,MD88,No,2.0,Turbo Fan,121,SCHD,,Delta Air Lines,0.0,0.0,0.0,0.0,VMC,,failure of the tug driver to give way to the taxiing airplane.,26-09-2020
83038,20190414X81253,Accident,CEN19FA119,2019-04-13,"New Albany, MS",United States,342257N,0885722W,,,Fatal,Destroyed,Airplane,N265DS,rockwell international,NA-265-65,No,2.0,Turbo Fan,091,,Personal,Classic Aviation Inc,3.0,0.0,0.0,0.0,VMC,,"An unidentified electrical system malfunction that led to the pilots losing awareness of the airplane's performance in instrument meteorological conditions and resulted in a loss of control of the airplane.",03-12-2020
83058,20190417X11351,Accident,WPR19LA112,2019-04-16,"Morganza, LA",United States,304321N,0913853W,,Frey Farms,Non-Fatal,Substantial,Airplane,N599LA,air tractor,AT502,No,,Turbo Shaft,137,,Aerial Application,Aerial Crop Care Inc,0.0,0.0,1.0,0.0,VMC,,,26-09-2020
83059,20190418X22637,Accident,GAA19WA210,2019-04-16,"Marcel Marchant (SCPF), Chile",Chile,,,,,Fatal,Substantial,Airplane,CC-CYR,britten norman,BN2A,No,,Reciprocating,NUSN,,,Sociedad De -Chile,6.0,0.0,0.0,0.0,,,,26-09-2020
83064,20190418X14517,Accident,WPR19FA115,2019-04-19,"Fullerton, CA",United States,335217N,1175853W,FUL,Fullerton,Fatal,Destroyed,Airplane,N65MY,beech,60,No,2.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,"The pilots use of an unapproved elevator control lock device, and his failure to remove that device and correctly position the elevator before flight, which resulted in a loss of control during takeoff. Contributing to the accident was his failure to perform a preflight inspection and control check, likely in part because of distractions before boarding and his late departure time.",15-07-2021
83066,20190421X71224,Accident,CEN19LA126,2019-04-19,"Dwight, IL",United States,041758N,0882618W,DTG,Dwight Airport,Non-Fatal,Substantial,Airplane,N838JH,piper,PA28,No,,Reciprocating,091,,Personal,Aten Inc,0.0,0.0,0.0,3.0,VMC,,"A partial loss of engine power due to a restriction in fuel flow for undetermined reasons.",28-01-2021
83075,20190422X20140,Accident,CEN19FA124,2019-04-22,"Kerrville, TX",United States,030215N,0099119W,ERV,Kerrville Muni/Louis Schreiner,Fatal,Substantial,Airplane,N501CE,beech,58,No,2.0,Reciprocating,091,,Business,,6.0,0.0,0.0,0.0,IMC,,"The pilot's inadequate preflight fuel planning and fuel management, which resulted in a loss of engine power due to fuel exhaustion. Also causal was the pilot's failure to follow the one-engine inoperative checklist and maintain the airplane's minimum controllable airspeed by properly configuring the airplane, which resulted in a loss of airplane controllability.",17-05-2021
83076,20190422X61451,Accident,WPR19FA118,2019-04-22,"Norco, CA",United States,335546N,1173431W,,,Fatal,Destroyed,Airplane,N9MB,northrop,N9M,No,,Reciprocating,091,,Personal,Planes of Fame Air Musuem,1.0,0.0,0.0,0.0,VMC,,"The pilot's loss of control for undetermined reasons.",05-05-2021
83084,20190425X55803,Accident,ERA19LA158,2019-04-25,"Elberton, GA",United States,003487N,0825223W,,,Non-Fatal,Substantial,Airplane,N20FB,acro,SUPER ACRO SPORT I,Yes,,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,,26-09-2020
83089,20190428X25200,Accident,CEN19LA127,2019-04-26,"Sheldon, MO",United States,373958N,0094188W,,,Non-Fatal,Substantial,Airplane,N29Y,beech,50,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"A partial loss of engine power on both engines due to detonation for undetermined reasons.
",28-01-2021
83090,20190430X15852,Accident,GAA19CA231,2019-04-26,"St Charles, MO",United States,385547N,0902548W,SET,St Charles County Smartt,Non-Fatal,Substantial,Airplane,N3733D,beech,76,No,2.0,Reciprocating,091,,Instructional,Dury Aviation Services Inc,0.0,0.0,0.0,2.0,VMC,,"The pilot receiving instruction's failure to extend the landing gear. Contributing to the accident were the pilot receiving instruction's failure to complete the landing checklist and the flight instructor's inadequate monitoring of the pilot.   ",26-09-2020
83096,20190428X45827,Accident,CEN19LA129,2019-04-27,"Sulphur Spring, TX",United States,331135N,0953641W,,,Non-Fatal,Substantial,Airplane,N233P,piper,PA 23,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots inadequate preflight inspection, during which he failed to detect the water contamination in the left fuel, which resulted in a partial loss of power in the left engine. Contributing to the accident was the total loss of power in the right engine for undetermined reasons.",20-10-2021
83103,20190503X04736,Incident,ENG19WA023,2019-04-28,"Johannesburg, South Africa",South Africa,,,JNB,,Non-Fatal,Unknown,Airplane,Z-WPF,boeing,767,No,2.0,Turbo Fan,NUSC,SCHD,,Air Zimbabwe,0.0,0.0,0.0,104.0,,,,26-09-2020
83109,20190612X81727,Incident,ENG19WA024,2019-04-29,"London, United Kingdom",United Kingdom,,,,,,Minor,Airplane,N657UA,boeing,767,No,2.0,Turbo Fan,UNK,,,United Airlines,0.0,0.0,0.0,0.0,,,,26-09-2020
83120,20190503X62340,Accident,WPR19LA132,2019-05-01,"Woodland, WA",United States,455333N,0122448W,W27,Woodland State Airport,Non-Fatal,Substantial,Airplane,N106AL,otterback,Lightning,Yes,,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,,26-09-2020
83128,20190505X61703,Accident,GAA19CA281,2019-05-03,"Carvers, NV",United States,038581N,1171058W,,Private Field,Non-Fatal,Substantial,Airplane,N5418M,cessna,340,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,5.0,VMC,,"The pilots failure to accurately assess the available runway for the takeoff, which resulted in impact with a gravel berm.",26-09-2020
83131,20190509X51159,Accident,ERA19WA168,2019-05-03,"Isla Bejucal, Spain",Spain,014030S,0793915W,,,Non-Fatal,Destroyed,Airplane,HC-CHZ,ayres,S2R,No,,Turbo Prop,NUSC,,,Aeroquir,0.0,0.0,1.0,0.0,,,,26-09-2020
83134,20190504X04947,Accident,DCA19MA143,2019-05-04,"Jacksonville, FL",United States,301354N,0813937W,NIP,JACKSONVILLE NAS (TOWERS FLD),Non-Fatal,Substantial,Airplane,N732MA,boeing,737,No,2.0,Turbo Fan,121,NSCH,,Miami Air International,0.0,1.0,0.0,142.0,IMC,,"An extreme loss of braking friction due to heavy rain and the water depth on the ungrooved runway, which resulted in viscous hydroplaning. Contributing to the accident was the operators inadequate guidance for evaluating runway braking conditions and conducting en route landing distance assessments. Contributing to the continuation of an unstabilized approach were 1) the captains plan continuation bias and increased workload due to the weather and performing check airman duties and 2) the first officers lack of experience.",04-08-2021
83146,20190505X00851,Accident,CEN19FA135,2019-05-05,"Anderson, IN",United States,040631N,0853647W,AID,ANDERSON MUNI-DARLINGTON FIELD,Non-Fatal,Substantial,Airplane,N999CR,piper,PA34,No,,Reciprocating,091,,Personal,SPC Leasing LLC,0.0,0.0,1.0,0.0,VMC,,"The loss of left engine power due to an incorrectly adjusted fuel servo and the airplane's nose up trim which resulted in the airplane steep climb, loss of airspeed, and aerodynamic stall and subsequent impact with terrain.",03-12-2020
83147,20190505X10250,Accident,ANC19FA018,2019-05-05,"Santa Rosa, NM",United States,345624N,0104404W,SXU,SANTA ROSA ROUTE 66,Fatal,Substantial,Airplane,N102SN,beech,A60,No,2.0,Reciprocating,091,,Personal,,2.0,0.0,0.0,0.0,VMC,,"The pilot's loss of airplane control due to his failure to maintain appropriate control inputs and airspeed after shutting down an engine because of a progressive failure of the pressure relief valve in the fuel pump, which resulted in variable fuel pressure in the engine. Contributing to the loss of control was the pilot's use of multiple impairing medications.",26-09-2020
83156,20190506X13601,Accident,WPR19FA133,2019-05-06,"Chelan, WA",United States,475159N,1195630W,S10,Lake Chelan Airport,Fatal,Destroyed,Airplane,N825PW,just,JA30 SUPERSTOL,Yes,,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,"The pilots exceedance of the airplane's critical angle of attack during the initial climb after takeoff, which resulted in an aerodynamic stall and spin.",05-05-2021
83167,20190514X85601,Incident,ERA19IA178,2019-05-09,"Savannah, GA",United States,032745N,0081123W,SAV,Savannah/Hilton Head Intl,Non-Fatal,Unknown,Airplane,N744AT,cessna,550,No,2.0,Turbo Jet,135,NSCH,,Air Ambulance By Air Trek Inc,0.0,0.0,0.0,7.0,VMC,,"The lineman's inadvertent introduction of diesel exhaust fluid (DEF) to the fuel truck fuel system icing inhibitor reservoir, which resulted in fuel contamination and a total loss of engine power. Contributing to the accident was the fixed-base operator's failure to ensure that DEF was stored off-airfield in accordance with their own policy.",03-12-2020
83172,20190511X74832,Accident,ERA19FA170,2019-05-11,"Naples, FL",United States,026129N,0814226W,APF,Naples Municipal Airport,Fatal,Destroyed,Airplane,N7650Y,piper,PA 30,No,2.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,"Incapacitation of the pilot due to a birdstrike through the windshield in front of the pilot's position, while on approach to land.",28-01-2021
83175,20190512X92801,Accident,GAA19CA264,2019-05-11,"Mount Holly, NJ",United States,395631N,0745055W,VAY,SOUTH JERSEY RGNL,Non-Fatal,Substantial,Airplane,N51DM,aero commander,695,No,2.0,Turbo Prop,091,,Business,Jersey Ordnance Inc,0.0,0.0,0.0,2.0,VMC,,"The airplanes impact with a deer on the runway during takeoff.",26-09-2020
83181,20190807X15806,Accident,CEN19WA254,2019-05-12,"Abergavenny, United Kingdom",United Kingdom,514739N,0025938W,,Abergavenny Airfield,Non-Fatal,Destroyed,Airplane,2-RORO,cirrus,SR22,No,,Reciprocating,NUSN,,Unknown,,0.0,3.0,0.0,0.0,,,,26-09-2020
